achievement_id	student_id	achieve_typ_cd	date_achieve	achieve_details
error: nil can't be coerced into Fixnum	430	3	7/17/2012	Engineering
error: nil can't be coerced into Fixnum	431	10	10/17/2011	Sales
error: nil can't be coerced into Fixnum	432	7	5/22/2011	Product Management
error: nil can't be coerced into Fixnum	433	7	7/4/2014	Research and Development
error: nil can't be coerced into Fixnum	434	3	9/18/2015	Training
error: nil can't be coerced into Fixnum	435	6	4/3/2016	Support
error: nil can't be coerced into Fixnum	436	7	6/8/2011	Research and Development
error: nil can't be coerced into Fixnum	437	2	5/19/2015	Services
error: nil can't be coerced into Fixnum	438	6	1/21/2012	Legal
error: nil can't be coerced into Fixnum	439	6	5/20/2013	Human Resources
error: nil can't be coerced into Fixnum	440	5	4/20/2012	Business Development
error: nil can't be coerced into Fixnum	441	1	10/26/2014	Sales
error: nil can't be coerced into Fixnum	442	5	3/9/2014	Services
error: nil can't be coerced into Fixnum	443	4	2/5/2015	Sales
error: nil can't be coerced into Fixnum	444	8	7/25/2013	Sales
error: nil can't be coerced into Fixnum	445	6	5/31/2016	Services
error: nil can't be coerced into Fixnum	446	8	9/21/2014	Accounting
error: nil can't be coerced into Fixnum	447	6	11/1/2012	Human Resources
error: nil can't be coerced into Fixnum	448	3	12/22/2015	Services
error: nil can't be coerced into Fixnum	449	2	6/2/2013	Product Management
error: nil can't be coerced into Fixnum	450	2	5/11/2013	Engineering
error: nil can't be coerced into Fixnum	451	10	8/9/2015	Training
error: nil can't be coerced into Fixnum	452	8	9/30/2014	Sales
error: nil can't be coerced into Fixnum	453	9	7/25/2011	Human Resources
error: nil can't be coerced into Fixnum	454	8	6/25/2015	Accounting
error: nil can't be coerced into Fixnum	455	2	7/10/2012	Engineering
error: nil can't be coerced into Fixnum	456	3	5/22/2015	Sales
error: nil can't be coerced into Fixnum	457	8	7/20/2014	Engineering
error: nil can't be coerced into Fixnum	458	2	6/16/2015	Research and Development
error: nil can't be coerced into Fixnum	459	2	5/1/2014	Marketing
error: nil can't be coerced into Fixnum	460	4	2/27/2014	Research and Development
error: nil can't be coerced into Fixnum	461	7	4/23/2011	Engineering
error: nil can't be coerced into Fixnum	462	9	11/4/2014	Services
error: nil can't be coerced into Fixnum	463	6	2/26/2016	Marketing
error: nil can't be coerced into Fixnum	464	7	11/24/2014	Product Management
error: nil can't be coerced into Fixnum	465	8	9/20/2014	Services
error: nil can't be coerced into Fixnum	466	7	8/14/2011	Services
error: nil can't be coerced into Fixnum	467	3	12/30/2010	Engineering
error: nil can't be coerced into Fixnum	468	8	8/3/2013	Human Resources
error: nil can't be coerced into Fixnum	469	8	1/11/2016	Services
error: nil can't be coerced into Fixnum	470	2	10/8/2016	Services
error: nil can't be coerced into Fixnum	471	2	11/12/2016	Legal
error: nil can't be coerced into Fixnum	472	2	11/26/2015	Support
error: nil can't be coerced into Fixnum	473	2	11/6/2013	Business Development
error: nil can't be coerced into Fixnum	474	4	6/3/2014	Research and Development
error: nil can't be coerced into Fixnum	475	10	3/26/2012	Training
error: nil can't be coerced into Fixnum	476	10	12/6/2011	Support
error: nil can't be coerced into Fixnum	477	3	11/9/2013	Support
error: nil can't be coerced into Fixnum	478	2	4/4/2012	Training
error: nil can't be coerced into Fixnum	479	1	11/28/2013	Human Resources
error: nil can't be coerced into Fixnum	480	6	4/8/2011	Legal
error: nil can't be coerced into Fixnum	481	9	11/20/2016	Support
error: nil can't be coerced into Fixnum	482	2	11/4/2014	Business Development
error: nil can't be coerced into Fixnum	483	1	8/12/2013	Business Development
error: nil can't be coerced into Fixnum	484	2	8/25/2015	Accounting
error: nil can't be coerced into Fixnum	485	10	12/22/2013	Support
error: nil can't be coerced into Fixnum	486	9	6/23/2011	Training
error: nil can't be coerced into Fixnum	487	6	3/15/2014	Legal
error: nil can't be coerced into Fixnum	488	5	12/15/2011	Research and Development
error: nil can't be coerced into Fixnum	489	9	1/14/2013	Human Resources
error: nil can't be coerced into Fixnum	490	8	3/19/2013	Engineering
error: nil can't be coerced into Fixnum	491	8	2/27/2011	Business Development
error: nil can't be coerced into Fixnum	492	8	11/23/2014	Engineering
error: nil can't be coerced into Fixnum	493	4	1/27/2014	Accounting
error: nil can't be coerced into Fixnum	494	9	2/6/2011	Product Management
error: nil can't be coerced into Fixnum	495	1	4/27/2013	Training
error: nil can't be coerced into Fixnum	496	8	4/17/2015	Engineering
error: nil can't be coerced into Fixnum	497	10	3/26/2015	Accounting
error: nil can't be coerced into Fixnum	498	2	4/27/2014	Legal
error: nil can't be coerced into Fixnum	499	1	7/6/2012	Services
error: nil can't be coerced into Fixnum	500	6	12/25/2013	Services
error: nil can't be coerced into Fixnum	501	5	8/5/2012	Sales
error: nil can't be coerced into Fixnum	502	2	5/15/2011	Support
error: nil can't be coerced into Fixnum	503	4	11/2/2015	Training
error: nil can't be coerced into Fixnum	504	9	8/25/2013	Human Resources
error: nil can't be coerced into Fixnum	505	9	7/21/2014	Legal
error: nil can't be coerced into Fixnum	506	10	10/26/2016	Engineering
error: nil can't be coerced into Fixnum	507	2	6/13/2015	Engineering
error: nil can't be coerced into Fixnum	508	3	7/7/2014	Engineering
error: nil can't be coerced into Fixnum	509	8	2/24/2013	Legal
error: nil can't be coerced into Fixnum	510	4	6/4/2013	Legal
error: nil can't be coerced into Fixnum	511	1	11/4/2011	Business Development
error: nil can't be coerced into Fixnum	512	5	7/14/2015	Engineering
error: nil can't be coerced into Fixnum	513	8	10/25/2015	Sales
error: nil can't be coerced into Fixnum	514	1	10/1/2012	Product Management
error: nil can't be coerced into Fixnum	515	6	1/21/2014	Support
error: nil can't be coerced into Fixnum	516	4	1/8/2016	Services
error: nil can't be coerced into Fixnum	517	5	6/28/2014	Legal
error: nil can't be coerced into Fixnum	518	2	5/2/2011	Research and Development
error: nil can't be coerced into Fixnum	519	8	7/26/2011	Accounting
error: nil can't be coerced into Fixnum	520	9	9/10/2015	Research and Development
error: nil can't be coerced into Fixnum	521	2	5/8/2014	Marketing
error: nil can't be coerced into Fixnum	522	1	10/28/2011	Legal
error: nil can't be coerced into Fixnum	523	8	5/25/2012	Legal
error: nil can't be coerced into Fixnum	524	3	1/18/2012	Business Development
error: nil can't be coerced into Fixnum	525	10	1/27/2013	Services
error: nil can't be coerced into Fixnum	526	7	1/9/2015	Legal
error: nil can't be coerced into Fixnum	527	3	8/24/2012	Product Management
error: nil can't be coerced into Fixnum	528	9	11/20/2013	Marketing
error: nil can't be coerced into Fixnum	529	8	12/15/2014	Accounting
error: nil can't be coerced into Fixnum	530	4	1/19/2015	Human Resources
error: nil can't be coerced into Fixnum	531	8	11/11/2014	Product Management
error: nil can't be coerced into Fixnum	532	2	4/4/2016	Accounting
error: nil can't be coerced into Fixnum	533	10	9/19/2016	Business Development
error: nil can't be coerced into Fixnum	534	3	5/29/2013	Sales
error: nil can't be coerced into Fixnum	535	1	12/15/2012	Services
error: nil can't be coerced into Fixnum	536	4	6/15/2012	Product Management
error: nil can't be coerced into Fixnum	537	7	5/16/2013	Research and Development
error: nil can't be coerced into Fixnum	538	9	9/21/2014	Marketing
error: nil can't be coerced into Fixnum	539	2	7/2/2014	Training
error: nil can't be coerced into Fixnum	540	9	6/29/2012	Support
error: nil can't be coerced into Fixnum	541	5	6/3/2013	Legal
error: nil can't be coerced into Fixnum	542	3	2/5/2013	Support
error: nil can't be coerced into Fixnum	543	9	1/10/2014	Training
error: nil can't be coerced into Fixnum	544	8	10/29/2015	Marketing
error: nil can't be coerced into Fixnum	545	3	3/24/2014	Sales
error: nil can't be coerced into Fixnum	546	4	8/15/2012	Sales
error: nil can't be coerced into Fixnum	547	5	1/18/2015	Support
error: nil can't be coerced into Fixnum	548	10	2/25/2016	Services
error: nil can't be coerced into Fixnum	549	5	4/7/2014	Services
error: nil can't be coerced into Fixnum	550	8	9/22/2014	Accounting
error: nil can't be coerced into Fixnum	551	6	5/26/2014	Engineering
error: nil can't be coerced into Fixnum	552	2	12/7/2010	Human Resources
error: nil can't be coerced into Fixnum	553	3	11/6/2016	Marketing
error: nil can't be coerced into Fixnum	554	4	4/4/2016	Support
error: nil can't be coerced into Fixnum	555	1	10/23/2012	Business Development
error: nil can't be coerced into Fixnum	556	6	7/11/2016	Product Management
error: nil can't be coerced into Fixnum	557	8	9/3/2011	Services
error: nil can't be coerced into Fixnum	558	4	4/2/2013	Training
error: nil can't be coerced into Fixnum	559	8	12/22/2013	Legal
error: nil can't be coerced into Fixnum	560	8	1/2/2012	Business Development
error: nil can't be coerced into Fixnum	561	3	4/12/2011	Business Development
error: nil can't be coerced into Fixnum	562	10	4/7/2013	Research and Development
error: nil can't be coerced into Fixnum	563	4	4/5/2012	Product Management
error: nil can't be coerced into Fixnum	564	8	5/25/2013	Marketing
error: nil can't be coerced into Fixnum	565	4	1/18/2013	Human Resources
error: nil can't be coerced into Fixnum	566	2	11/9/2015	Business Development
error: nil can't be coerced into Fixnum	567	1	7/22/2016	Support
error: nil can't be coerced into Fixnum	568	2	2/20/2014	Business Development
error: nil can't be coerced into Fixnum	569	10	10/15/2012	Services
error: nil can't be coerced into Fixnum	570	3	9/21/2015	Product Management
error: nil can't be coerced into Fixnum	571	10	5/1/2013	Research and Development
error: nil can't be coerced into Fixnum	572	3	6/5/2013	Business Development
error: nil can't be coerced into Fixnum	573	2	2/11/2014	Accounting
error: nil can't be coerced into Fixnum	574	3	8/4/2013	Research and Development
error: nil can't be coerced into Fixnum	575	2	4/30/2013	Product Management
error: nil can't be coerced into Fixnum	576	2	8/22/2015	Accounting
error: nil can't be coerced into Fixnum	577	10	9/16/2012	Accounting
error: nil can't be coerced into Fixnum	578	10	2/5/2016	Engineering
error: nil can't be coerced into Fixnum	579	9	5/11/2016	Training
error: nil can't be coerced into Fixnum	580	9	7/5/2015	Product Management
error: nil can't be coerced into Fixnum	581	5	10/5/2013	Services
error: nil can't be coerced into Fixnum	582	10	10/18/2013	Engineering
error: nil can't be coerced into Fixnum	583	9	12/12/2012	Marketing
error: nil can't be coerced into Fixnum	584	4	8/3/2011	Support
error: nil can't be coerced into Fixnum	585	9	4/18/2014	Research and Development
error: nil can't be coerced into Fixnum	586	2	9/22/2014	Engineering
error: nil can't be coerced into Fixnum	587	7	6/19/2016	Services
error: nil can't be coerced into Fixnum	588	8	6/15/2016	Research and Development
error: nil can't be coerced into Fixnum	589	2	4/6/2011	Research and Development
error: nil can't be coerced into Fixnum	590	2	5/26/2011	Support
error: nil can't be coerced into Fixnum	591	8	12/6/2010	Engineering
error: nil can't be coerced into Fixnum	592	3	5/30/2014	Services
error: nil can't be coerced into Fixnum	593	9	3/5/2011	Training
error: nil can't be coerced into Fixnum	594	5	12/6/2015	Marketing
error: nil can't be coerced into Fixnum	595	4	4/10/2015	Engineering
error: nil can't be coerced into Fixnum	596	1	3/19/2013	Marketing
error: nil can't be coerced into Fixnum	597	5	11/13/2012	Support
error: nil can't be coerced into Fixnum	598	1	5/22/2014	Business Development
error: nil can't be coerced into Fixnum	599	4	7/17/2015	Product Management
error: nil can't be coerced into Fixnum	600	8	9/13/2012	Research and Development
error: nil can't be coerced into Fixnum	601	4	4/3/2013	Business Development
error: nil can't be coerced into Fixnum	602	2	8/13/2013	Marketing
error: nil can't be coerced into Fixnum	603	7	1/25/2014	Human Resources
error: nil can't be coerced into Fixnum	604	5	5/18/2014	Human Resources
error: nil can't be coerced into Fixnum	605	6	4/16/2016	Accounting
error: nil can't be coerced into Fixnum	606	7	7/3/2015	Engineering
error: nil can't be coerced into Fixnum	607	2	11/14/2012	Engineering
error: nil can't be coerced into Fixnum	608	2	6/3/2014	Accounting
error: nil can't be coerced into Fixnum	609	1	5/25/2012	Engineering
error: nil can't be coerced into Fixnum	610	1	6/19/2011	Research and Development
error: nil can't be coerced into Fixnum	611	6	4/7/2013	Marketing
error: nil can't be coerced into Fixnum	612	7	9/12/2016	Research and Development
error: nil can't be coerced into Fixnum	613	6	5/26/2015	Sales
error: nil can't be coerced into Fixnum	614	2	8/4/2016	Accounting
error: nil can't be coerced into Fixnum	615	1	2/5/2015	Services
error: nil can't be coerced into Fixnum	616	1	1/25/2012	Support
error: nil can't be coerced into Fixnum	617	10	3/11/2016	Marketing
error: nil can't be coerced into Fixnum	618	9	9/21/2011	Engineering
error: nil can't be coerced into Fixnum	619	5	11/14/2016	Accounting
error: nil can't be coerced into Fixnum	620	6	7/27/2013	Product Management
error: nil can't be coerced into Fixnum	621	3	12/18/2013	Business Development
error: nil can't be coerced into Fixnum	622	10	7/14/2014	Legal
error: nil can't be coerced into Fixnum	623	8	12/16/2012	Legal
error: nil can't be coerced into Fixnum	624	1	6/16/2016	Training
error: nil can't be coerced into Fixnum	625	3	8/26/2014	Support
error: nil can't be coerced into Fixnum	626	8	10/20/2015	Business Development
error: nil can't be coerced into Fixnum	627	5	7/28/2015	Support
error: nil can't be coerced into Fixnum	628	10	3/22/2011	Training
error: nil can't be coerced into Fixnum	629	3	12/3/2015	Services
error: nil can't be coerced into Fixnum	630	8	6/21/2016	Accounting
error: nil can't be coerced into Fixnum	631	4	12/21/2015	Research and Development
error: nil can't be coerced into Fixnum	632	10	5/11/2014	Engineering
error: nil can't be coerced into Fixnum	633	1	12/25/2013	Engineering
error: nil can't be coerced into Fixnum	634	3	5/24/2012	Research and Development
error: nil can't be coerced into Fixnum	635	10	6/28/2012	Services
error: nil can't be coerced into Fixnum	636	8	3/7/2014	Legal
error: nil can't be coerced into Fixnum	637	5	4/23/2011	Engineering
error: nil can't be coerced into Fixnum	638	1	8/27/2014	Product Management
error: nil can't be coerced into Fixnum	639	9	10/30/2015	Sales
error: nil can't be coerced into Fixnum	640	10	12/5/2014	Training
error: nil can't be coerced into Fixnum	641	6	4/18/2013	Accounting
error: nil can't be coerced into Fixnum	642	6	4/28/2014	Product Management
error: nil can't be coerced into Fixnum	643	6	9/9/2012	Human Resources
error: nil can't be coerced into Fixnum	644	6	2/12/2012	Marketing
error: nil can't be coerced into Fixnum	645	5	7/24/2014	Product Management
error: nil can't be coerced into Fixnum	646	8	4/22/2015	Product Management
error: nil can't be coerced into Fixnum	647	10	5/30/2014	Legal
error: nil can't be coerced into Fixnum	648	8	4/14/2015	Product Management
error: nil can't be coerced into Fixnum	649	4	10/1/2014	Support
error: nil can't be coerced into Fixnum	650	8	12/1/2012	Marketing
error: nil can't be coerced into Fixnum	651	3	6/12/2011	Human Resources
error: nil can't be coerced into Fixnum	652	7	4/18/2016	Product Management
error: nil can't be coerced into Fixnum	653	8	12/12/2014	Product Management
error: nil can't be coerced into Fixnum	654	9	11/26/2011	Sales
error: nil can't be coerced into Fixnum	655	8	1/16/2012	Services
error: nil can't be coerced into Fixnum	656	7	6/8/2014	Accounting
error: nil can't be coerced into Fixnum	657	9	11/14/2011	Training
error: nil can't be coerced into Fixnum	658	6	7/12/2015	Sales
error: nil can't be coerced into Fixnum	659	7	2/13/2012	Engineering
error: nil can't be coerced into Fixnum	660	9	1/10/2015	Services
error: nil can't be coerced into Fixnum	661	5	11/6/2013	Marketing
error: nil can't be coerced into Fixnum	662	2	6/22/2014	Product Management
error: nil can't be coerced into Fixnum	663	10	9/11/2012	Services
error: nil can't be coerced into Fixnum	664	7	5/3/2014	Marketing
error: nil can't be coerced into Fixnum	665	1	7/15/2011	Legal
error: nil can't be coerced into Fixnum	666	5	9/26/2012	Services
error: nil can't be coerced into Fixnum	667	9	10/18/2015	Engineering
error: nil can't be coerced into Fixnum	668	8	2/23/2015	Product Management
error: nil can't be coerced into Fixnum	669	4	10/5/2016	Legal
error: nil can't be coerced into Fixnum	670	2	10/27/2012	Sales
error: nil can't be coerced into Fixnum	671	4	2/25/2016	Product Management
error: nil can't be coerced into Fixnum	672	4	11/17/2011	Accounting
error: nil can't be coerced into Fixnum	673	3	2/12/2012	Product Management
error: nil can't be coerced into Fixnum	674	7	2/24/2016	Sales
error: nil can't be coerced into Fixnum	675	10	10/20/2013	Research and Development
error: nil can't be coerced into Fixnum	676	1	8/6/2014	Accounting
error: nil can't be coerced into Fixnum	677	4	6/2/2012	Human Resources
error: nil can't be coerced into Fixnum	678	9	3/31/2012	Research and Development
error: nil can't be coerced into Fixnum	679	2	10/30/2011	Services
error: nil can't be coerced into Fixnum	680	3	5/3/2012	Business Development
error: nil can't be coerced into Fixnum	681	5	2/29/2012	Services
error: nil can't be coerced into Fixnum	682	4	7/8/2016	Accounting
error: nil can't be coerced into Fixnum	683	3	6/7/2014	Research and Development
error: nil can't be coerced into Fixnum	684	5	7/23/2015	Research and Development
error: nil can't be coerced into Fixnum	685	9	4/22/2013	Legal
error: nil can't be coerced into Fixnum	686	2	5/13/2014	Engineering
error: nil can't be coerced into Fixnum	687	3	7/27/2016	Human Resources
error: nil can't be coerced into Fixnum	688	1	11/27/2011	Engineering
error: nil can't be coerced into Fixnum	689	6	9/25/2011	Accounting
error: nil can't be coerced into Fixnum	690	1	3/22/2012	Business Development
error: nil can't be coerced into Fixnum	691	8	5/16/2012	Human Resources
error: nil can't be coerced into Fixnum	692	5	8/9/2015	Accounting
error: nil can't be coerced into Fixnum	693	3	12/3/2013	Product Management
error: nil can't be coerced into Fixnum	694	6	2/7/2014	Engineering
error: nil can't be coerced into Fixnum	695	4	10/17/2012	Research and Development
error: nil can't be coerced into Fixnum	696	1	1/10/2011	Sales
error: nil can't be coerced into Fixnum	697	9	10/4/2014	Services
error: nil can't be coerced into Fixnum	698	2	2/21/2016	Product Management
error: nil can't be coerced into Fixnum	699	8	4/18/2015	Human Resources
error: nil can't be coerced into Fixnum	700	10	1/25/2012	Product Management
error: nil can't be coerced into Fixnum	701	7	3/17/2016	Business Development
error: nil can't be coerced into Fixnum	702	7	12/25/2015	Accounting
error: nil can't be coerced into Fixnum	703	5	9/2/2014	Training
error: nil can't be coerced into Fixnum	704	1	1/24/2011	Marketing
error: nil can't be coerced into Fixnum	705	10	3/17/2014	Accounting
error: nil can't be coerced into Fixnum	706	7	3/31/2011	Legal
error: nil can't be coerced into Fixnum	707	1	8/22/2016	Research and Development
error: nil can't be coerced into Fixnum	708	5	1/30/2014	Support
error: nil can't be coerced into Fixnum	709	10	2/15/2014	Sales
error: nil can't be coerced into Fixnum	710	9	2/20/2015	Accounting
error: nil can't be coerced into Fixnum	711	1	9/29/2016	Human Resources
error: nil can't be coerced into Fixnum	712	1	9/6/2016	Support
error: nil can't be coerced into Fixnum	713	3	4/23/2014	Marketing
error: nil can't be coerced into Fixnum	714	8	6/3/2015	Research and Development
error: nil can't be coerced into Fixnum	715	1	2/14/2012	Legal
error: nil can't be coerced into Fixnum	716	2	8/24/2014	Business Development
error: nil can't be coerced into Fixnum	717	4	1/3/2015	Legal
error: nil can't be coerced into Fixnum	718	9	5/8/2011	Human Resources
error: nil can't be coerced into Fixnum	719	7	4/1/2013	Research and Development
error: nil can't be coerced into Fixnum	720	3	5/18/2014	Engineering
error: nil can't be coerced into Fixnum	721	3	9/18/2011	Marketing
error: nil can't be coerced into Fixnum	722	6	9/2/2011	Research and Development
error: nil can't be coerced into Fixnum	723	3	3/14/2011	Accounting
error: nil can't be coerced into Fixnum	724	9	5/11/2011	Accounting
error: nil can't be coerced into Fixnum	725	10	12/11/2012	Business Development
error: nil can't be coerced into Fixnum	726	8	4/24/2013	Product Management
error: nil can't be coerced into Fixnum	727	6	12/19/2014	Engineering
error: nil can't be coerced into Fixnum	728	3	6/27/2013	Research and Development
error: nil can't be coerced into Fixnum	729	10	11/1/2013	Business Development
error: nil can't be coerced into Fixnum	730	2	5/20/2016	Human Resources
error: nil can't be coerced into Fixnum	731	5	8/8/2015	Support
error: nil can't be coerced into Fixnum	732	1	6/5/2013	Marketing
error: nil can't be coerced into Fixnum	733	6	7/26/2016	Accounting
error: nil can't be coerced into Fixnum	734	7	6/22/2013	Research and Development
error: nil can't be coerced into Fixnum	735	9	10/20/2015	Accounting
error: nil can't be coerced into Fixnum	736	5	10/18/2014	Business Development
error: nil can't be coerced into Fixnum	737	4	6/10/2012	Sales
error: nil can't be coerced into Fixnum	738	1	7/28/2013	Sales
error: nil can't be coerced into Fixnum	739	10	4/22/2014	Engineering
error: nil can't be coerced into Fixnum	740	8	5/24/2012	Training
error: nil can't be coerced into Fixnum	741	7	3/27/2016	Engineering
error: nil can't be coerced into Fixnum	742	7	10/10/2015	Business Development
error: nil can't be coerced into Fixnum	743	8	8/24/2013	Product Management
error: nil can't be coerced into Fixnum	744	8	6/20/2016	Engineering
error: nil can't be coerced into Fixnum	745	8	10/28/2011	Business Development
error: nil can't be coerced into Fixnum	746	4	8/16/2014	Services
error: nil can't be coerced into Fixnum	747	8	9/18/2015	Sales
error: nil can't be coerced into Fixnum	748	5	6/17/2012	Sales
error: nil can't be coerced into Fixnum	749	8	4/25/2016	Human Resources
error: nil can't be coerced into Fixnum	750	1	5/11/2013	Engineering
error: nil can't be coerced into Fixnum	751	10	1/13/2011	Training
error: nil can't be coerced into Fixnum	752	3	3/4/2014	Marketing
error: nil can't be coerced into Fixnum	753	8	11/24/2011	Business Development
error: nil can't be coerced into Fixnum	754	7	4/7/2012	Accounting
error: nil can't be coerced into Fixnum	755	4	8/29/2013	Legal
error: nil can't be coerced into Fixnum	756	5	5/31/2014	Accounting
error: nil can't be coerced into Fixnum	757	3	12/14/2013	Engineering
error: nil can't be coerced into Fixnum	758	7	7/3/2012	Accounting
error: nil can't be coerced into Fixnum	759	2	7/29/2016	Legal
error: nil can't be coerced into Fixnum	760	6	12/31/2014	Sales
error: nil can't be coerced into Fixnum	761	3	5/4/2015	Sales
error: nil can't be coerced into Fixnum	762	10	3/15/2016	Research and Development
error: nil can't be coerced into Fixnum	763	9	6/13/2013	Accounting
error: nil can't be coerced into Fixnum	764	2	7/30/2012	Engineering
error: nil can't be coerced into Fixnum	765	2	4/11/2013	Training
error: nil can't be coerced into Fixnum	766	10	5/26/2011	Human Resources
error: nil can't be coerced into Fixnum	767	3	9/5/2013	Accounting
error: nil can't be coerced into Fixnum	768	8	1/23/2015	Legal
error: nil can't be coerced into Fixnum	769	2	9/19/2014	Research and Development
error: nil can't be coerced into Fixnum	770	8	5/4/2011	Training
error: nil can't be coerced into Fixnum	771	8	7/10/2016	Human Resources
error: nil can't be coerced into Fixnum	772	10	2/29/2012	Services
error: nil can't be coerced into Fixnum	773	7	11/7/2014	Accounting
error: nil can't be coerced into Fixnum	774	3	12/10/2014	Product Management
error: nil can't be coerced into Fixnum	775	9	2/12/2016	Support
error: nil can't be coerced into Fixnum	776	5	9/1/2015	Support
error: nil can't be coerced into Fixnum	777	10	6/8/2016	Business Development
error: nil can't be coerced into Fixnum	778	5	1/5/2013	Sales
error: nil can't be coerced into Fixnum	779	6	8/20/2011	Support
error: nil can't be coerced into Fixnum	780	8	3/17/2016	Sales
error: nil can't be coerced into Fixnum	781	10	1/3/2011	Research and Development
error: nil can't be coerced into Fixnum	782	2	8/17/2011	Services
error: nil can't be coerced into Fixnum	783	10	10/18/2014	Product Management
error: nil can't be coerced into Fixnum	784	7	9/16/2014	Legal
error: nil can't be coerced into Fixnum	785	1	6/27/2013	Business Development
error: nil can't be coerced into Fixnum	786	3	1/18/2016	Legal
error: nil can't be coerced into Fixnum	787	6	4/16/2014	Accounting
error: nil can't be coerced into Fixnum	788	9	8/23/2011	Product Management
error: nil can't be coerced into Fixnum	789	6	8/16/2012	Human Resources
error: nil can't be coerced into Fixnum	790	8	1/13/2011	Training
error: nil can't be coerced into Fixnum	791	8	6/29/2011	Support
error: nil can't be coerced into Fixnum	792	10	2/27/2015	Human Resources
error: nil can't be coerced into Fixnum	793	6	5/12/2012	Legal
error: nil can't be coerced into Fixnum	794	3	2/24/2012	Legal
error: nil can't be coerced into Fixnum	795	6	4/4/2016	Research and Development
error: nil can't be coerced into Fixnum	796	4	8/26/2015	Engineering
error: nil can't be coerced into Fixnum	797	4	2/17/2012	Marketing
error: nil can't be coerced into Fixnum	798	6	10/1/2015	Services
error: nil can't be coerced into Fixnum	799	2	12/31/2010	Legal
error: nil can't be coerced into Fixnum	800	4	1/31/2012	Sales
error: nil can't be coerced into Fixnum	801	4	6/7/2012	Sales
error: nil can't be coerced into Fixnum	802	1	12/11/2010	Support
error: nil can't be coerced into Fixnum	803	9	2/10/2014	Human Resources
error: nil can't be coerced into Fixnum	804	3	9/20/2016	Accounting
error: nil can't be coerced into Fixnum	805	6	11/6/2012	Training
error: nil can't be coerced into Fixnum	806	10	10/24/2011	Support
error: nil can't be coerced into Fixnum	807	7	6/6/2016	Services
error: nil can't be coerced into Fixnum	808	8	8/20/2015	Product Management
error: nil can't be coerced into Fixnum	809	5	12/24/2015	Support
error: nil can't be coerced into Fixnum	810	1	2/15/2014	Accounting
error: nil can't be coerced into Fixnum	811	1	6/16/2014	Support
error: nil can't be coerced into Fixnum	812	8	8/10/2011	Research and Development
error: nil can't be coerced into Fixnum	813	1	12/6/2011	Marketing
error: nil can't be coerced into Fixnum	814	10	5/24/2013	Human Resources
error: nil can't be coerced into Fixnum	815	9	3/5/2011	Research and Development
error: nil can't be coerced into Fixnum	816	7	4/1/2016	Business Development
error: nil can't be coerced into Fixnum	817	7	6/26/2015	Sales
error: nil can't be coerced into Fixnum	818	1	2/21/2011	Support
error: nil can't be coerced into Fixnum	819	1	10/29/2012	Accounting
error: nil can't be coerced into Fixnum	820	9	9/26/2014	Engineering
error: nil can't be coerced into Fixnum	821	9	4/16/2014	Engineering
error: nil can't be coerced into Fixnum	822	8	2/13/2016	Accounting
error: nil can't be coerced into Fixnum	823	8	1/14/2015	Support
error: nil can't be coerced into Fixnum	824	8	5/21/2012	Legal
error: nil can't be coerced into Fixnum	825	5	12/30/2011	Engineering
error: nil can't be coerced into Fixnum	826	7	11/28/2014	Product Management
error: nil can't be coerced into Fixnum	827	1	6/18/2014	Marketing
error: nil can't be coerced into Fixnum	828	9	7/24/2016	Human Resources
error: nil can't be coerced into Fixnum	829	3	12/18/2011	Legal
error: nil can't be coerced into Fixnum	830	1	5/12/2015	Training
error: nil can't be coerced into Fixnum	831	3	3/28/2015	Support
error: nil can't be coerced into Fixnum	832	5	8/21/2016	Marketing
error: nil can't be coerced into Fixnum	833	4	9/10/2016	Legal
error: nil can't be coerced into Fixnum	834	9	12/17/2014	Legal
error: nil can't be coerced into Fixnum	835	9	4/8/2012	Research and Development
error: nil can't be coerced into Fixnum	836	3	6/10/2014	Business Development
error: nil can't be coerced into Fixnum	837	6	2/27/2014	Engineering
error: nil can't be coerced into Fixnum	838	7	7/21/2013	Sales
error: nil can't be coerced into Fixnum	839	9	3/14/2013	Sales
error: nil can't be coerced into Fixnum	840	3	7/26/2015	Research and Development
error: nil can't be coerced into Fixnum	841	7	12/27/2014	Research and Development
error: nil can't be coerced into Fixnum	842	3	10/1/2013	Training
error: nil can't be coerced into Fixnum	843	6	12/4/2011	Services
error: nil can't be coerced into Fixnum	844	8	3/26/2013	Marketing
error: nil can't be coerced into Fixnum	845	4	8/24/2016	Training
error: nil can't be coerced into Fixnum	846	3	12/4/2010	Human Resources
error: nil can't be coerced into Fixnum	847	7	8/26/2013	Sales
error: nil can't be coerced into Fixnum	848	4	9/18/2011	Human Resources
error: nil can't be coerced into Fixnum	849	5	5/14/2012	Sales
error: nil can't be coerced into Fixnum	850	7	5/17/2014	Accounting
error: nil can't be coerced into Fixnum	851	5	1/12/2016	Human Resources
error: nil can't be coerced into Fixnum	852	7	6/7/2014	Engineering
error: nil can't be coerced into Fixnum	853	4	1/2/2014	Sales
error: nil can't be coerced into Fixnum	854	3	7/11/2013	Training
error: nil can't be coerced into Fixnum	855	3	2/25/2014	Training
error: nil can't be coerced into Fixnum	856	6	6/26/2015	Sales
error: nil can't be coerced into Fixnum	857	10	1/12/2013	Marketing
error: nil can't be coerced into Fixnum	858	1	1/18/2012	Sales
