student_id	assessment_id	experienced_ind	crt_on_dt	crt_by_nm	sys_vld_frm_dt	sys_vld_to_dt	del_ind
404	4244	true	2/27/2016	Matthew	4/14/2016	3/6/2027	true
405	4367	false	4/6/2016	Donald	4/19/2016	10/4/2023	true
406	4132	false	3/17/2016	Jeffrey	2/18/2017	10/7/2028	false
407	4489	true	1/21/2016	Douglas	6/13/2016	2/4/2024	true
408	4328	false	10/30/2016	Walter	12/28/2015	5/23/2024	true
409	4421	true	11/2/2016	Frank	10/21/2016	12/31/2027	true
410	4560	true	10/9/2016	Nicholas	1/3/2015	3/23/2027	false
411	4863	true	7/22/2016	Larry	10/8/2015	12/2/2025	true
412	4696	true	7/25/2016	Harold	11/15/2016	3/18/2027	true
413	4770	false	8/17/2016	Willie	8/11/2016	11/20/2028	true
414	4181	false	7/22/2016	Adam	5/14/2015	1/19/2023	true
415	4648	false	5/9/2016	Jesse	7/24/2015	2/9/2027	false
416	4874	false	10/14/2016	Donald	6/20/2016	11/30/2029	false
417	4124	false	4/11/2016	Jeffrey	11/15/2015	6/24/2024	true
418	4256	true	4/30/2016	Mark	2/24/2015	9/5/2023	true
419	4735	true	4/27/2016	Walter	11/2/2015	7/3/2027	false
420	4493	true	9/25/2016	Ronald	8/21/2015	3/30/2025	true
421	4638	false	8/8/2016	Kenneth	11/8/2015	6/18/2024	true
422	4131	false	10/29/2016	Roger	1/10/2015	12/9/2024	false
423	4770	true	3/25/2016	Jonathan	12/6/2016	1/15/2027	true
424	4766	false	9/26/2016	Samuel	4/8/2015	9/13/2025	true
425	4127	true	8/6/2016	Joseph	12/28/2016	12/16/2025	false
426	4350	true	4/4/2016	Carl	4/5/2015	1/5/2030	false
427	4883	true	12/22/2015	David	7/21/2015	5/14/2029	false
428	4554	true	10/22/2016	Charles	10/1/2015	9/10/2028	false
429	4931	true	11/20/2016	Gregory	12/23/2015	4/1/2027	true
430	4579	false	7/20/2016	Jonathan	10/26/2015	3/15/2026	false
431	4934	true	8/16/2016	Edward	11/4/2015	8/30/2026	false
432	4859	true	8/18/2016	Anthony	4/20/2016	10/12/2029	false
433	4530	true	2/27/2016	Philip	11/25/2016	11/14/2029	true
434	4693	false	5/27/2016	Ernest	6/29/2016	6/18/2024	false
435	4744	true	11/21/2016	Jeremy	2/12/2015	8/29/2029	true
436	4069	true	7/4/2016	Roy	2/26/2016	8/27/2028	false
437	4834	false	4/10/2016	Steve	5/15/2015	10/25/2025	true
438	4595	false	6/26/2016	Raymond	3/31/2016	12/17/2028	true
439	4782	true	10/19/2016	Kenneth	6/3/2016	2/20/2029	false
440	4117	true	7/9/2016	Donald	10/16/2016	2/5/2024	true
441	4234	false	1/31/2016	Arthur	1/20/2015	11/7/2027	true
442	4317	true	10/5/2016	Steven	1/4/2016	8/12/2025	false
443	4855	false	11/16/2016	Gary	6/21/2015	3/15/2024	false
444	4099	true	6/17/2016	Juan	12/13/2015	4/26/2025	false
445	4428	true	3/2/2016	Russell	7/20/2015	4/19/2024	true
446	4620	true	7/5/2016	Earl	9/22/2016	2/10/2023	true
447	4579	true	12/18/2015	Joe	7/14/2015	3/23/2023	false
448	4444	true	7/11/2016	Justin	4/11/2015	10/29/2025	true
449	4621	true	8/23/2016	Billy	7/11/2016	11/4/2023	true
450	4730	true	7/26/2016	Fred	2/7/2015	12/26/2025	true
451	4785	false	4/24/2016	Jerry	12/14/2016	2/29/2024	false
452	4543	true	1/7/2016	Antonio	6/6/2015	10/21/2024	false
453	4957	false	9/29/2016	Ronald	2/3/2016	2/25/2024	false
454	4983	false	12/14/2015	Walter	12/21/2014	2/5/2024	true
455	4610	true	9/12/2016	Jack	9/25/2016	5/13/2023	true
456	4204	true	2/26/2016	Brandon	1/27/2017	9/10/2027	true
457	4542	false	11/26/2015	Harold	12/31/2015	12/12/2028	false
458	4703	true	2/26/2016	Justin	3/30/2015	1/8/2024	true
459	4540	false	4/10/2016	Clarence	2/13/2016	1/19/2028	true
460	4821	true	9/27/2016	George	10/8/2016	12/11/2022	false
461	4035	false	2/27/2016	Gary	5/2/2016	2/26/2025	true
462	4895	true	1/22/2016	William	1/13/2017	5/3/2026	true
463	4731	false	10/21/2016	Jack	3/15/2015	5/27/2024	true
464	4206	true	11/13/2016	John	2/13/2017	10/3/2025	false
465	4040	false	12/9/2015	Adam	7/6/2016	9/17/2025	false
466	4748	true	7/1/2016	Juan	6/30/2015	10/26/2025	false
467	4804	false	1/8/2016	Chris	10/11/2015	3/20/2026	false
468	4495	true	5/19/2016	Wayne	4/18/2015	7/6/2027	false
469	4658	true	8/22/2016	Louis	1/25/2017	12/4/2029	false
470	4078	false	1/23/2016	Edward	5/19/2016	7/17/2024	false
471	4002	false	1/1/2016	Bruce	3/19/2016	6/17/2027	false
472	4556	false	5/3/2016	Justin	9/12/2016	5/24/2029	false
473	4486	true	2/19/2016	Douglas	1/2/2016	8/19/2023	true
474	4546	false	4/20/2016	Todd	2/29/2016	6/6/2028	false
475	4643	false	10/5/2016	Fred	3/10/2015	4/24/2027	false
476	4181	true	12/8/2015	Samuel	3/15/2016	8/29/2028	true
477	4164	false	7/7/2016	Antonio	3/24/2015	8/14/2024	true
478	4669	true	5/5/2016	George	9/4/2015	1/8/2028	true
479	4558	false	1/22/2016	Nicholas	1/6/2017	12/25/2024	true
480	4859	false	6/19/2016	Dennis	9/17/2016	3/14/2024	false
481	4660	false	4/9/2016	Jason	5/12/2016	9/12/2027	true
482	4791	false	1/31/2016	Alan	1/30/2017	1/31/2024	true
483	4833	false	4/1/2016	Philip	8/4/2016	2/14/2028	true
484	4081	false	6/8/2016	Earl	11/6/2016	1/27/2030	false
485	4680	true	8/24/2016	Walter	7/7/2015	2/1/2030	true
486	4465	true	9/23/2016	Matthew	11/17/2016	5/22/2026	true
487	4530	false	5/13/2016	Joseph	5/9/2015	7/6/2029	true
488	4000	false	12/5/2015	Jack	7/3/2015	8/21/2024	true
489	4345	true	7/20/2016	Benjamin	3/27/2015	6/25/2025	false
490	4409	true	1/11/2016	Albert	10/20/2015	1/25/2029	true
491	4510	false	8/17/2016	Eugene	2/3/2015	5/17/2028	false
492	4413	true	11/26/2015	Alan	5/8/2016	5/3/2028	false
493	4705	true	6/26/2016	Gerald	11/10/2015	10/10/2027	true
494	4972	true	7/17/2016	Scott	8/21/2016	10/18/2026	false
495	4738	true	11/23/2016	Ralph	1/7/2017	11/25/2023	false
496	4147	true	8/8/2016	Richard	2/8/2015	11/20/2027	false
497	4546	true	4/13/2016	Brandon	9/12/2016	9/11/2027	false
498	4444	false	4/22/2016	Bruce	10/10/2016	11/4/2023	false
499	4659	false	12/18/2015	Chris	4/12/2016	1/25/2026	true
500	4137	true	8/13/2016	Patrick	11/28/2015	5/16/2023	true
501	4486	false	5/10/2016	Henry	2/19/2016	10/7/2024	false
502	4475	true	11/17/2016	Johnny	10/29/2016	11/24/2026	false
503	4574	true	11/9/2016	Larry	7/10/2015	7/27/2027	true
504	4994	true	6/4/2016	Shawn	8/30/2015	12/9/2028	false
505	4910	true	6/19/2016	Andrew	12/13/2015	2/28/2028	true
506	4175	true	8/8/2016	Adam	5/25/2015	3/25/2029	true
507	4694	true	6/29/2016	Louis	5/6/2015	8/8/2024	false
508	4849	true	6/13/2016	Christopher	11/14/2016	7/9/2026	true
509	4943	false	1/24/2016	Mark	10/24/2016	7/3/2025	false
510	4247	true	11/9/2016	Frank	3/23/2015	7/10/2024	false
511	4841	true	8/7/2016	Adam	12/20/2014	9/6/2025	false
512	4039	true	2/12/2016	Eric	8/14/2015	7/20/2027	false
513	4377	false	4/15/2016	Joe	9/18/2015	11/14/2024	true
514	4851	false	3/3/2016	Harry	5/13/2016	10/18/2024	false
515	4485	false	5/8/2016	Shawn	1/17/2015	9/25/2025	false
516	4010	true	2/5/2016	Billy	2/19/2015	6/23/2028	false
517	4879	true	6/5/2016	Earl	4/23/2016	2/6/2023	false
518	4557	true	8/26/2016	Clarence	4/7/2015	2/22/2026	true
519	4305	true	11/18/2016	Larry	5/8/2016	1/28/2030	false
520	4222	false	9/7/2016	Johnny	1/8/2016	5/15/2026	true
521	4507	false	9/13/2016	Samuel	12/9/2014	1/26/2024	false
522	4129	true	8/17/2016	Gregory	1/27/2015	11/10/2027	true
523	4993	true	8/11/2016	Joshua	1/26/2016	9/5/2026	true
524	4844	false	11/5/2016	Jimmy	5/15/2015	4/3/2023	false
525	4851	false	1/4/2016	Bruce	12/5/2015	12/21/2022	true
526	4666	false	9/23/2016	Wayne	5/15/2015	6/1/2028	true
527	4286	true	7/23/2016	Kenneth	5/30/2015	10/25/2028	false
528	4435	true	1/11/2016	Phillip	2/6/2016	4/4/2025	true
529	4523	true	1/20/2016	Bobby	8/11/2015	10/28/2024	false
530	4283	true	2/23/2016	Larry	8/2/2015	8/5/2026	true
531	4767	true	5/25/2016	Johnny	11/12/2016	12/13/2024	false
532	4451	false	9/2/2016	Willie	12/23/2014	5/19/2028	false
533	4388	false	1/26/2016	Phillip	2/24/2016	11/30/2027	true
534	4258	true	3/12/2016	Gregory	12/21/2016	3/16/2023	true
535	4079	false	3/9/2016	Ronald	6/18/2015	4/26/2023	true
536	5000	false	11/14/2016	Roger	8/12/2015	1/10/2026	false
537	4238	true	1/24/2016	Gregory	3/24/2015	1/6/2029	true
538	4484	false	6/1/2016	William	10/4/2016	1/15/2023	true
539	4661	false	12/18/2015	Carl	8/21/2015	3/20/2027	true
540	4863	false	9/21/2016	Ralph	1/14/2015	2/27/2025	false
541	4334	false	7/19/2016	Charles	10/27/2016	4/3/2026	true
542	4865	false	6/18/2016	Peter	11/27/2015	2/2/2026	false
543	4404	false	11/27/2015	Joshua	8/30/2015	5/9/2028	true
544	4167	true	10/2/2016	Walter	7/1/2016	12/3/2027	false
545	4037	false	12/7/2015	Michael	2/21/2015	6/7/2024	false
546	4330	false	5/20/2016	William	3/18/2015	8/29/2023	true
547	4950	true	1/6/2016	Christopher	8/16/2015	2/4/2028	true
548	4275	true	11/23/2016	Juan	8/14/2015	10/12/2023	false
549	4660	false	11/3/2016	Craig	4/7/2015	4/9/2023	true
550	4083	true	12/23/2015	Terry	5/18/2016	4/19/2027	true
551	4404	true	2/5/2016	Andrew	10/16/2016	7/17/2027	false
552	4392	false	9/25/2016	Jimmy	1/1/2016	9/6/2026	false
553	4132	true	4/27/2016	Lawrence	8/19/2016	1/20/2026	false
554	4957	true	4/21/2016	Harold	8/18/2015	9/9/2026	false
555	4054	true	3/22/2016	Patrick	12/16/2015	10/28/2023	true
556	4845	true	8/5/2016	Antonio	5/4/2016	6/7/2028	false
557	4639	true	4/8/2016	Joshua	4/5/2015	2/24/2028	false
558	4892	false	2/18/2016	Keith	3/16/2016	1/24/2027	false
559	4387	true	1/6/2016	Jack	7/2/2015	7/2/2026	true
560	4607	false	7/28/2016	Brian	4/18/2016	6/21/2029	true
561	4531	true	1/10/2016	Joe	7/22/2016	2/13/2027	true
562	4010	false	9/6/2016	Bruce	11/2/2015	5/15/2024	true
563	4828	false	11/15/2016	Richard	10/22/2016	1/10/2025	true
564	4578	true	2/27/2016	Kenneth	1/1/2016	4/9/2028	false
565	4890	true	12/16/2015	Matthew	11/4/2015	11/30/2025	true
566	4103	true	4/28/2016	Walter	12/16/2014	3/25/2026	true
567	4536	true	2/3/2016	Harry	4/5/2015	8/23/2029	false
568	4021	false	5/7/2016	Billy	11/20/2016	9/25/2023	true
569	4019	true	1/13/2016	John	8/17/2016	11/20/2023	false
570	4324	true	11/2/2016	Albert	8/1/2015	12/2/2026	true
571	4710	false	4/6/2016	Randy	9/29/2016	12/2/2028	false
572	4526	true	5/16/2016	Matthew	4/23/2015	9/8/2024	false
573	4476	false	3/5/2016	Harold	1/31/2017	7/29/2026	true
574	4413	false	2/28/2016	Louis	4/11/2016	3/29/2027	true
575	4542	false	11/10/2016	Joshua	7/18/2015	4/7/2025	true
576	4890	false	12/20/2015	Sean	3/14/2016	11/16/2025	false
577	4618	true	11/14/2016	Roy	2/24/2015	10/1/2027	false
578	4433	false	8/1/2016	Howard	10/4/2015	4/9/2029	true
579	4772	false	2/27/2016	Richard	4/30/2016	4/14/2028	false
580	4574	false	12/10/2015	Gregory	2/25/2017	5/23/2026	true
581	4494	false	10/26/2016	Howard	2/16/2015	1/8/2027	true
582	4305	false	10/29/2016	Martin	5/26/2016	4/16/2025	false
583	4308	false	3/26/2016	Richard	10/18/2016	10/24/2025	true
584	4559	true	3/23/2016	Shawn	12/19/2016	7/28/2023	false
585	4256	true	5/5/2016	Philip	9/14/2015	10/29/2023	false
586	4962	false	4/29/2016	Larry	8/22/2016	7/9/2023	false
587	4815	true	8/20/2016	Shawn	8/4/2016	1/6/2029	false
588	4022	false	5/31/2016	Arthur	7/28/2015	7/4/2023	false
589	4980	true	9/1/2016	Benjamin	8/4/2016	9/7/2028	false
590	4057	false	12/1/2015	Alan	11/20/2015	12/28/2024	true
591	4512	false	1/27/2016	Benjamin	8/1/2015	8/23/2029	false
592	4131	false	10/19/2016	Joe	5/21/2016	8/5/2025	true
593	4444	false	12/1/2015	John	1/22/2016	11/24/2027	false
594	4782	false	8/14/2016	Frank	4/3/2015	10/12/2025	false
595	4155	false	2/14/2016	Carl	2/6/2016	6/8/2025	false
596	4750	false	10/30/2016	Nicholas	5/16/2015	11/6/2026	true
597	4880	false	11/3/2016	Joseph	6/29/2015	3/10/2028	true
598	4890	true	3/9/2016	Benjamin	9/2/2016	1/26/2026	true
599	4210	true	10/18/2016	Jonathan	7/8/2016	11/18/2025	false
600	4146	true	12/23/2015	Todd	5/9/2015	8/7/2025	false
601	4124	false	11/26/2015	Terry	6/1/2015	1/21/2024	false
602	4178	false	3/9/2016	Roy	5/26/2016	5/14/2027	true
603	4665	false	1/6/2016	Harold	10/20/2015	2/19/2029	false
604	4386	true	4/4/2016	Larry	4/1/2015	11/28/2026	true
605	4536	false	12/20/2015	Carl	2/27/2016	5/9/2026	false
606	4261	true	2/7/2016	Gerald	3/5/2015	9/2/2026	true
607	4928	false	3/29/2016	Brian	10/21/2015	3/13/2026	false
608	4075	false	2/15/2016	Ernest	7/11/2015	7/16/2029	false
609	4420	true	8/1/2016	Jeffrey	12/19/2016	12/13/2023	true
610	4172	true	1/17/2016	George	10/29/2015	5/26/2028	true
611	4930	false	11/29/2015	Philip	10/8/2016	9/2/2025	true
612	4112	false	1/17/2016	Steven	2/6/2016	1/24/2026	true
613	4431	true	2/26/2016	Paul	5/15/2016	3/25/2029	false
614	4563	false	12/24/2015	Brian	2/7/2015	5/30/2027	false
615	4277	true	1/1/2016	Timothy	3/20/2015	2/20/2025	true
616	4415	false	12/4/2015	Philip	1/14/2016	1/5/2025	false
617	4163	false	1/16/2016	David	10/2/2015	5/11/2023	false
618	4249	true	4/17/2016	Phillip	9/17/2015	10/1/2027	true
619	4553	true	6/20/2016	Victor	5/2/2015	7/2/2024	true
620	4437	true	12/14/2015	Ernest	1/8/2017	3/27/2029	false
621	4660	true	3/8/2016	Douglas	5/29/2015	10/11/2029	true
622	4998	false	1/18/2016	Louis	9/13/2015	12/24/2028	false
623	4674	true	7/20/2016	Craig	8/26/2016	6/20/2028	false
624	4000	true	1/15/2016	Johnny	9/7/2015	2/9/2024	false
625	4439	true	6/13/2016	Willie	5/9/2016	11/12/2027	false
626	4947	true	11/14/2016	Ronald	1/20/2016	3/12/2024	false
627	4384	true	2/27/2016	Larry	7/23/2016	2/22/2030	false
628	4228	true	10/31/2016	George	11/4/2015	10/11/2027	true
629	4112	true	3/6/2016	Roger	4/29/2016	11/26/2023	false
630	4394	true	7/11/2016	Aaron	3/22/2015	7/27/2029	false
631	4793	false	3/27/2016	Arthur	1/18/2016	1/5/2024	false
632	4168	true	1/18/2016	James	12/5/2016	9/8/2028	false
633	4159	true	5/12/2016	Andrew	1/23/2016	9/19/2023	true
634	4654	false	9/27/2016	Aaron	1/15/2016	6/2/2028	false
635	4253	true	1/25/2016	Dennis	12/29/2016	12/15/2027	true
636	4918	false	8/24/2016	Louis	7/4/2015	4/11/2024	true
637	4255	true	3/14/2016	Martin	9/8/2015	8/7/2028	true
638	4454	true	1/5/2016	Adam	8/13/2015	12/1/2028	false
639	4681	true	11/18/2016	Jose	2/5/2017	12/23/2029	false
640	4338	false	5/3/2016	Peter	8/2/2015	11/19/2026	false
641	4542	false	8/16/2016	Paul	11/20/2015	1/12/2028	true
642	4864	false	12/14/2015	Gregory	8/28/2016	6/3/2024	true
643	4877	false	9/20/2016	Craig	2/5/2015	12/16/2025	false
644	4778	true	12/18/2015	Johnny	12/14/2014	11/7/2024	true
645	4438	false	6/9/2016	Chris	8/23/2015	10/17/2023	false
646	4258	false	7/23/2016	Jerry	1/20/2016	1/29/2030	true
647	4342	false	5/23/2016	Christopher	2/14/2015	2/16/2025	false
648	4481	true	8/27/2016	Patrick	6/23/2016	8/31/2023	false
649	4263	false	2/5/2016	Adam	3/27/2016	6/11/2027	false
650	4912	true	8/3/2016	Philip	7/25/2016	10/17/2025	true
651	4152	false	4/11/2016	Matthew	4/25/2016	8/5/2026	false
652	4893	false	9/26/2016	Louis	8/13/2015	1/22/2029	false
653	4977	false	2/22/2016	Jose	3/11/2016	4/10/2025	false
654	4392	true	2/2/2016	Jeffrey	3/21/2016	10/16/2029	true
655	4384	false	7/25/2016	Jesse	3/6/2016	12/22/2024	true
656	4051	true	12/13/2015	Martin	10/23/2015	11/16/2024	true
657	4163	true	10/22/2016	Joshua	12/14/2014	4/1/2024	false
658	4384	true	9/30/2016	Ernest	12/12/2014	5/28/2026	true
659	4669	true	8/10/2016	Juan	9/13/2015	10/13/2027	true
660	4734	false	8/9/2016	Paul	2/27/2016	3/9/2029	true
661	4065	false	9/22/2016	Willie	2/20/2016	12/28/2027	true
662	4997	true	1/7/2016	Timothy	12/1/2015	7/1/2023	true
663	4853	false	8/11/2016	Albert	3/15/2016	12/1/2022	false
664	4941	false	4/13/2016	David	10/7/2016	11/11/2024	true
665	4665	true	7/11/2016	Martin	12/8/2014	3/19/2023	true
666	4438	false	7/18/2016	Russell	11/28/2015	2/26/2026	true
667	4712	false	10/28/2016	Earl	12/14/2015	12/18/2028	true
668	4018	false	4/11/2016	Sean	2/9/2017	9/25/2025	true
669	4563	true	9/17/2016	Russell	2/13/2016	1/2/2023	false
670	4640	false	1/11/2016	Roy	10/19/2015	8/23/2027	true
671	4020	false	12/1/2015	Juan	4/28/2016	9/7/2029	false
672	4956	false	8/13/2016	Joe	12/31/2016	2/17/2026	true
673	4364	false	5/25/2016	Clarence	3/13/2015	2/2/2026	true
674	4462	true	3/21/2016	Eugene	4/1/2015	9/14/2029	true
675	4360	true	7/31/2016	Samuel	1/6/2017	9/30/2029	false
676	4098	true	12/27/2015	Terry	4/22/2015	11/6/2025	false
677	4802	false	1/23/2016	Jesse	8/31/2015	3/10/2029	false
678	4669	false	1/10/2016	Jimmy	6/27/2016	3/16/2028	true
679	4486	false	9/15/2016	Larry	10/26/2016	8/18/2028	false
680	4894	false	12/13/2015	Fred	1/12/2017	8/30/2026	false
681	4247	true	3/15/2016	Steve	12/11/2016	10/17/2029	false
682	4015	true	4/21/2016	Matthew	11/2/2015	10/6/2029	false
683	4117	true	8/11/2016	Matthew	4/6/2016	11/30/2023	false
684	4194	true	1/7/2016	Arthur	4/17/2015	8/15/2028	false
685	4478	true	1/25/2016	Joe	2/15/2015	3/6/2026	false
686	4845	true	9/22/2016	Alan	2/6/2017	11/17/2029	false
687	4528	true	3/13/2016	Matthew	1/18/2015	2/18/2025	true
688	4937	true	3/23/2016	Daniel	2/19/2015	11/23/2028	true
689	4415	false	3/30/2016	Jose	12/3/2014	12/4/2025	true
690	4367	true	2/1/2016	Randy	9/21/2015	12/13/2028	true
691	4273	false	6/15/2016	Philip	3/12/2016	4/5/2025	false
692	4120	false	9/24/2016	Chris	10/25/2015	11/3/2028	true
693	4256	false	1/5/2016	Earl	7/11/2015	5/3/2023	false
694	4174	false	8/21/2016	Phillip	5/18/2016	8/4/2023	false
695	4958	false	6/10/2016	Jerry	6/14/2015	10/3/2024	false
696	4611	true	7/25/2016	Lawrence	10/19/2016	7/25/2028	false
697	4758	false	11/19/2016	Clarence	8/2/2016	10/14/2023	true
698	4692	true	9/2/2016	Douglas	5/16/2016	7/23/2026	true
699	4340	true	11/1/2016	Lawrence	8/25/2016	1/28/2030	false
700	4534	true	4/16/2016	Gregory	1/15/2017	9/13/2025	true
701	4456	true	8/21/2016	Roy	5/6/2015	7/29/2026	true
702	4872	true	12/22/2015	Willie	9/22/2015	2/26/2028	true
703	4272	true	10/5/2016	Lawrence	9/21/2016	10/9/2023	true
704	4370	false	1/24/2016	Justin	6/20/2015	7/31/2029	false
705	4374	false	8/11/2016	David	10/4/2015	1/24/2030	true
706	4885	true	3/12/2016	William	1/9/2016	12/1/2024	false
707	4647	false	9/26/2016	Craig	1/25/2016	12/5/2022	false
708	4818	false	3/1/2016	Bruce	12/15/2016	7/24/2029	true
709	4138	false	7/24/2016	Joshua	2/4/2015	8/9/2028	false
710	4658	false	10/4/2016	Thomas	9/24/2016	6/28/2028	false
711	4799	true	11/2/2016	Eric	9/19/2015	3/25/2023	false
712	4435	false	12/31/2015	Matthew	2/18/2017	1/1/2028	false
713	4996	true	5/18/2016	Jonathan	3/23/2015	9/10/2025	false
714	4363	true	5/5/2016	Timothy	3/17/2015	11/14/2025	true
715	4044	false	10/4/2016	Chris	4/7/2015	11/3/2029	false
716	4736	false	3/8/2016	Steven	4/20/2016	5/27/2028	false
717	4341	true	10/29/2016	Johnny	2/25/2016	2/18/2023	true
718	4248	true	10/6/2016	Randy	3/21/2016	9/16/2024	true
719	4206	false	8/8/2016	Dennis	3/23/2016	3/3/2025	true
720	4666	true	9/3/2016	Wayne	5/20/2015	9/20/2023	true
721	4082	true	3/5/2016	Arthur	5/20/2016	4/13/2029	true
722	4952	false	8/3/2016	Nicholas	1/29/2017	10/17/2023	false
723	4954	true	8/25/2016	Earl	10/9/2015	5/25/2024	false
724	4697	false	5/29/2016	Ryan	1/29/2015	10/24/2024	true
725	4478	true	9/22/2016	Stephen	11/28/2015	12/13/2023	false
726	4178	false	2/20/2016	Kenneth	3/2/2016	11/7/2024	false
727	4968	true	5/15/2016	Arthur	5/12/2015	10/15/2026	false
728	4939	true	8/27/2016	Victor	2/29/2016	6/24/2028	false
729	4144	true	11/8/2016	Terry	6/1/2015	2/27/2028	false
730	4751	true	12/15/2015	Jonathan	8/19/2016	3/5/2024	false
731	4877	false	9/16/2016	Raymond	12/26/2015	4/9/2025	true
732	4007	true	8/9/2016	Christopher	2/7/2016	4/20/2029	true
733	4721	true	2/2/2016	Larry	9/2/2015	7/2/2028	true
734	4687	true	3/7/2016	Ernest	12/10/2014	10/24/2024	true
735	4630	true	3/24/2016	Howard	11/22/2015	4/23/2025	false
736	4078	true	2/8/2016	Douglas	5/12/2015	2/27/2027	false
737	4924	false	2/9/2016	Gerald	1/31/2016	9/19/2023	false
738	4909	false	12/3/2015	Chris	11/27/2016	11/14/2024	true
739	4587	false	3/22/2016	Gregory	2/21/2016	11/13/2029	false
740	4884	true	3/24/2016	Charles	7/12/2015	3/2/2023	true
741	4591	true	4/18/2016	Alan	1/15/2016	3/11/2025	true
742	4977	false	12/23/2015	Arthur	4/2/2015	11/19/2027	true
743	4734	true	2/3/2016	Timothy	2/11/2017	4/2/2025	false
744	4081	false	2/1/2016	Edward	5/24/2015	8/23/2028	false
745	4318	true	12/13/2015	Dennis	10/13/2016	8/21/2027	false
746	4684	false	11/20/2016	Walter	12/4/2016	6/7/2028	false
747	4034	false	1/8/2016	Johnny	2/2/2017	4/21/2029	true
748	4894	false	1/7/2016	Daniel	1/19/2015	6/17/2027	true
749	4096	false	5/16/2016	Benjamin	10/18/2015	10/2/2025	true
750	4482	false	3/2/2016	Richard	12/11/2014	12/13/2027	true
751	4949	false	8/3/2016	Nicholas	4/23/2015	7/26/2025	true
752	4458	true	12/1/2015	Randy	5/4/2015	12/8/2029	true
753	4331	true	7/21/2016	Patrick	12/26/2016	11/27/2027	false
754	4841	true	10/10/2016	Gerald	4/19/2015	8/30/2024	true
755	4836	false	4/7/2016	Daniel	8/25/2016	1/30/2028	true
756	4060	false	1/9/2016	Henry	2/3/2016	5/30/2026	false
757	4898	true	10/17/2016	Brandon	9/25/2015	9/4/2023	false
758	4255	true	11/14/2016	Jason	11/23/2016	1/12/2029	false
759	4411	true	12/11/2015	Willie	2/26/2015	10/28/2023	true
760	4741	true	5/13/2016	Carl	10/25/2016	9/1/2029	true
761	4105	false	1/17/2016	Arthur	9/5/2015	9/24/2027	true
762	4350	true	4/10/2016	Roy	6/3/2015	3/4/2025	true
763	4369	false	11/12/2016	Richard	11/8/2015	12/25/2026	true
764	4437	true	6/22/2016	Alan	8/7/2016	1/29/2027	false
765	4587	false	1/2/2016	Scott	11/22/2016	4/13/2025	false
766	4841	false	7/17/2016	Raymond	3/10/2016	11/10/2023	true
767	4900	false	11/20/2016	Jesse	3/22/2015	4/3/2023	true
768	4483	false	4/19/2016	John	8/28/2015	4/10/2024	true
769	4018	true	7/19/2016	Bobby	9/26/2015	3/24/2029	true
770	4080	true	9/5/2016	Arthur	9/27/2016	10/12/2029	true
771	4402	false	11/14/2016	Paul	5/30/2016	5/23/2023	true
772	4106	false	11/16/2016	Albert	9/19/2016	4/4/2027	false
773	4851	false	8/3/2016	Matthew	12/15/2014	3/27/2027	true
774	4836	false	12/6/2015	James	6/20/2015	5/6/2025	false
775	4051	true	3/22/2016	Billy	9/17/2016	8/23/2025	false
776	4806	true	8/27/2016	Louis	12/13/2016	8/3/2023	true
777	4198	false	10/18/2016	Victor	10/16/2015	3/11/2027	false
778	4404	false	6/13/2016	Raymond	12/1/2016	12/5/2029	true
779	4753	false	8/10/2016	Frank	4/25/2016	5/10/2027	false
780	4891	false	5/16/2016	David	3/12/2015	1/2/2025	false
781	4379	true	2/11/2016	George	4/14/2016	3/2/2028	true
782	4316	false	7/26/2016	Ernest	2/11/2015	9/3/2024	true
783	4837	false	9/24/2016	Brian	12/4/2016	6/7/2024	true
784	4563	true	1/11/2016	Nicholas	12/18/2015	2/4/2023	true
785	4053	true	5/18/2016	Gregory	10/2/2016	12/8/2023	true
786	4226	true	1/1/2016	Aaron	11/9/2015	6/28/2025	true
787	4815	false	6/27/2016	Howard	5/8/2016	1/14/2028	false
788	4327	false	1/19/2016	Randy	6/9/2016	10/3/2024	true
789	4424	false	5/8/2016	Fred	12/31/2015	6/5/2027	true
790	4585	true	6/9/2016	Henry	8/27/2015	5/10/2023	false
791	4645	false	3/30/2016	Terry	6/27/2015	9/30/2024	true
792	4337	true	12/17/2015	Arthur	9/16/2016	5/18/2023	false
793	4241	true	3/18/2016	Aaron	3/26/2016	11/19/2023	false
794	4085	true	6/5/2016	Keith	11/16/2016	8/3/2023	true
795	4324	true	9/13/2016	Ryan	5/8/2016	10/28/2023	true
796	4111	false	3/5/2016	Thomas	6/21/2016	5/19/2028	false
797	4731	true	6/2/2016	Jesse	12/17/2014	4/30/2025	true
798	4012	true	11/7/2016	Timothy	11/20/2015	3/8/2025	true
799	4858	false	7/9/2016	Jonathan	4/3/2016	12/25/2023	false
800	4055	false	2/27/2016	Jonathan	12/2/2014	8/5/2026	false
801	4479	false	4/28/2016	Brian	12/22/2015	11/6/2023	false
802	4990	false	3/13/2016	Ryan	3/25/2016	4/26/2025	true
803	4865	false	2/14/2016	Phillip	5/1/2016	6/4/2025	true
804	4516	false	7/9/2016	Gerald	9/24/2015	2/1/2027	false
805	4584	false	12/1/2015	Peter	8/28/2015	5/13/2028	true
806	4087	false	11/9/2016	Jonathan	11/25/2016	8/25/2027	false
807	4642	false	4/9/2016	Randy	8/11/2015	4/15/2027	true
